,Question,orig_Question,Numbers,Equation,Answer,group_nums,Body,Ques_Statement
147, number0 . How many she to away so that she will number1 ?,Kelly has number0 Nintendo games . How many does she need to give away so that she will have number1 games left ?,50.0 35.0,- number0 number1,15.0,"[1, 2, 3, 18, 19, 20, 19, 20, 21]",Kelly has number0 Nintendo games .,How many does she need to give away so that she will have number1 games left ?
148," number0 video but number1 of them n't . If he to the working for $ number2 each , how much could he ?","Mike had number0 video games but number1 of them were n't working . If he wanted to sell the working games for $ number2 each , how much money could he earn ?",15.0 9.0 5.0,* number2 - number0 number1,30.0,"[1, 2, 3, 5, 6, 7, 22, 23, 24, 29, 30, 31]","Mike had number0 video games but number1 of them were n't working . If he wanted to sell the working games for $ number2 each ,",how much money could he earn ?
149," number0 . If he them among number1 , how many each ?","Jesse has number0 bananas . If he shares them among number1 friends , how many bananas does each friend get ?",21.0 3.0,/ number0 number1,7.0,"[1, 2, 3, 9, 10, 11, 17, 18, 19]","Jesse has number0 bananas . If he shares them among number1 friends ,",how many bananas does each friend get ?
150," number0 new and number1 new for her . If she number2 on each it together , how many it her to ?","Rachel bought number0 new chairs and number1 new tables for her house . If she spent number2 minutes on each piece furniture putting it together , how many minutes did it take her to finish ?",7.0 3.0 4.0,* number2 + number0 number1,40.0,"[1, 2, 3, 5, 6, 7, 15, 16, 17, 32, 33, 34]","Rachel bought number0 new chairs and number1 new tables for her house . If she spent number2 minutes on each piece furniture putting it together ,",how many minutes did it take her to finish ?
151," his 's . He a for $ number0 , and a which $ number1 . How much at the ?","Mike joined his school 's band . He bought a trumpet for $ number0 , and a song book which was $ number1 . How much did Mike spend at the music store ?",145.16 5.84,+ number0 number1,151.0,"[12, 13, 14, 21, 22, 23, 30, 31, 32]","Mike joined his school 's band . He bought a trumpet for $ number0 , and a song book which was $ number1 .",How much did Mike spend at the music store ?
152, on the for his last . He by one of the that they number0 of per . How many of would in number1 ?,Lewis saved checking on the grapevines for his last stop . He was told by one of the pickers that they fill number0 drums of grapes per day . How many drums of grapes would be filled in number1 days ?,324.0 9.0,* number0 number1,2916.0,"[21, 22, 23, 37, 38, 39, 37, 38, 39]",Lewis saved checking on the grapevines for his last stop . He was told by one of the pickers that they fill number0 drums of grapes per day .,How many drums of grapes would be filled in number1 days ?
153," If number0 at number1 per , how long ?","If Teresa jogged number0 kilometers at number1 kilometers per hour , how long was Teresa jogging ?",25.0 5.0,/ number0 number1,5.0,"[2, 3, 4, 5, 6, 7, 13, 14, 15]","If Teresa jogged number0 kilometers at number1 kilometers per hour ,",how long was Teresa jogging ?
154, number0 . How many more she to to number1 in her ?,Megan has number0 seashells . How many more seashells does she need to find to have number1 seashells in her collection ?,19.0 25.0,- number1 number0,6.0,"[1, 2, 3, 15, 16, 17, 18, 19, 20]",Megan has number0 seashells .,How many more seashells does she need to find to have number1 seashells in her collection ?
155, on . Her the at number0 . They at a after for number1 . How far the from their ?,Sue ’ s family went on vacation . Her mom drove the car at number0 mph . They camped at a campground after traveling for number1 hours . How far was the campground from their home ?,60.0 5.0,* number0 number1,300.0,"[12, 13, 14, 23, 24, 25, 34, 35, 36]",Sue ’ s family went on vacation . Her mom drove the car at number0 mph . They camped at a campground after traveling for number1 hours .,How far was the campground from their home ?
156, number0 orange but number1 of them . How many now ?,Joan has number0 orange balloons but lost number1 of them . How many orange balloons does Joan have now ?,8.0 2.0,- number0 number1,6.0,"[1, 2, 3, 8, 9, 10, 18, 19, 20]",Joan has number0 orange balloons but lost number1 of them .,How many orange balloons does Joan have now ?
157," Heather to the last . When she there , she to number0 from the to the . Then she number1 mile to the and number2 from the back to the . How many in all ?","Heather went to the county fair last weekend . When she got there , she had to walk number0 mile from the car to the entrance . Then she walked number1 mile to the carnival rides and number2 mile from the carnival rides back to the car . How many miles did Heather walk in all ?",0.3333333333333333 0.3333333333333333 0.08333333333333333,+ + number0 number0 number2,0.75,"[17, 18, 19, 29, 30, 31, 36, 37, 38, 53, 54, 55]","Heather went to the county fair last weekend . When she got there , she had to walk number0 mile from the car to the entrance . Then she walked number1 mile to the carnival rides and number2 mile from the carnival rides back to the car .",How many miles did Heather walk in all ?
158, with number0 . number1 by a . How many with ?,Craig starts with number0 Skittles . number1 are eaten by a hippopotamus . How many Skittles does Craig end with ?,5.0 2.0,- number0 number1,3.0,"[2, 3, 4, 5, 6, 7, 17, 18, 19]",Craig starts with number0 Skittles . number1 are eaten by a hippopotamus .,How many Skittles does Craig end with ?
159, The number0 and number1 on it . If they into of number2 how many could they ?,The schools debate team had number0 boys and number1 girls on it . If they were split into groups of number2 how many groups could they make ?,5.0 40.0 9.0,/ + number0 number1 number2,5.0,"[4, 5, 6, 7, 8, 9, 19, 20, 21, 24, 25, 26]",The schools debate team had number0 boys and number1 girls on it . If they were split into groups of number2,how many groups could they make ?
160, number0 of . She number1 of the . How many of she ?,Isabel bought number0 pieces of paper . She used number1 pieces of the paper . How many pieces of paper does she have left ?,900.0 156.0,- number0 number1,744.0,"[1, 2, 3, 8, 9, 10, 21, 22, 23]",Isabel bought number0 pieces of paper . She used number1 pieces of the paper .,How many pieces of paper does she have left ?
161, A number0 siamese and number1 . During a they number2 . How many they ?,A pet store had number0 siamese cats and number1 house cats . During a sale they sold number2 cats . How many cats do they have left ?,36.0 18.0 26.0,- + number0 number1 number2,28.0,"[3, 4, 5, 7, 8, 9, 16, 17, 18, 24, 25, 26]",A pet store had number0 siamese cats and number1 house cats . During a sale they sold number2 cats .,How many cats do they have left ?
162, number0 yellow number1 yellow . How many yellow they in all ?,Mary has number0 yellow marbles Joan has number1 yellow marbles . How many yellow marbles do they have in all ?,9.0 3.0,+ number0 number1,12.0,"[1, 2, 3, 6, 7, 8, 17, 18, 19]",Mary has number0 yellow marbles Joan has number1 yellow marbles .,How many yellow marbles do they have in all ?
163," A number0 of , but number1 of it . How much ?","A bee colony produced number0 pounds of honey , but bears ate number1 pounds of it . How much honey remains ?",0.36 0.05,- number0 number1,0.31,"[3, 4, 5, 11, 12, 13, 18, 19, 20]","A bee colony produced number0 pounds of honey , but bears ate number1 pounds of it .",How much honey remains ?
164, with number0 . He number1 to . How many with ?,Aaron starts with number0 erasers . He gives number1 to Doris . How many erasers does Aaron end with ?,81.0 34.0,- number0 number1,47.0,"[2, 3, 4, 7, 8, 9, 16, 17, 18]",Aaron starts with number0 erasers . He gives number1 to Doris .,How many erasers does Aaron end with ?
165, number0 and number1 from the pear . How many in total ?,Sara picked number0 pears and Sally picked number1 pears from the pear tree . How many pears were picked in total ?,45.0 11.0,+ number0 number1,56.0,"[1, 2, 3, 6, 7, 8, 18, 19, 20]",Sara picked number0 pears and Sally picked number1 pears from the pear tree .,How many pears were picked in total ?
166, There number0 and number1 in the . Sally number2 out of the . How many there now ?,There are number0 pencils and number1 rulers in the drawer . Sally took number2 pencils out of the drawer . How many pencils are there now ?,9.0 4.0 4.0,- number0 number1,5.0,"[1, 2, 3, 4, 5, 6, 12, 13, 14, 23, 24, 25]",There are number0 pencils and number1 rulers in the drawer . Sally took number2 pencils out of the drawer .,How many pencils are there now ?
167," number0 and number1 for his . He to a sporting and a , , and . He number2 over , how much he on the ?","Benny received number0 dollars and number1 movie tickets for his birthday . He went to a sporting goods store and bought a baseball glove , baseball , and bat . He had number2 dollars over , how much did he spent on the baseball gear ?",79.0 9.0 32.0,- number0 number2,47.0,"[1, 2, 3, 4, 5, 6, 31, 32, 33, 42, 43, 44]","Benny received number0 dollars and number1 movie tickets for his birthday . He went to a sporting goods store and bought a baseball glove , baseball , and bat . He had number2 dollars over ,",how much did he spent on the baseball gear ?
168, number0 . number1 of 's . How many now ?,Fred has number0 baseball cards . Melanie bought number1 of Fred 's baseball cards . How many baseball cards does Fred have now ?,5.0 3.0,- number0 number1,2.0,"[1, 2, 3, 7, 8, 9, 22, 23, 24]",Fred has number0 baseball cards . Melanie bought number1 of Fred 's baseball cards .,How many baseball cards does Fred have now ?
169," Before , number0 ear from the . During , they number1 more , and there . In all , how many ear the ?","Before December , customers buy number0 ear muffs from the mall . During December , they buy number1 more , and there are none left . In all , how many ear muffs do the customers buy ?",1346.0 6444.0,+ number0 number1,7790.0,"[4, 5, 6, 16, 17, 18, 34, 35, 36]","Before December , customers buy number0 ear muffs from the mall . During December , they buy number1 more , and there are none left . In all ,",how many ear muffs do the customers buy ?
170," On , number0 the . number1 as many on than on . How many the on ?","On Friday , number0 people visited the zoo . number1 times as many people visited on Saturday than on Friday . How many people visited the zoo on Saturday ?",1250.0 3.0,* number0 number1,3750.0,"[2, 3, 4, 8, 9, 10, 26, 27, 28]","On Friday , number0 people visited the zoo . number1 times as many people visited on Saturday than on Friday .",How many people visited the zoo on Saturday ?
171, There number0 in the . number1 more in the . How many now there in ?,There are number0 pencils in the drawer . Mike placed number1 more pencils in the drawer . How many pencils are now there in total ?,41.0 30.0,+ number0 number1,71.0,"[1, 2, 3, 9, 10, 11, 24, 25, 26]",There are number0 pencils in the drawer . Mike placed number1 more pencils in the drawer .,How many pencils are now there in total ?
172, with number0 . He number1 more . How many with ?,Andrew starts with number0 eggs . He buys number1 more . How many eggs does Andrew end with ?,8.0 62.0,+ number0 number1,70.0,"[2, 3, 4, 7, 8, 9, 15, 16, 17]",Andrew starts with number0 eggs . He buys number1 more .,How many eggs does Andrew end with ?
173," his in a with number0 on each . If he number1 new and number2 old to in the , how many would he ?","Billy was organizing his baseball cards in a binder with number0 on each page . If he had number1 new cards and number2 old cards to put in the binder , how many pages would he use ?",5.0 3.0 42.0,/ + number1 number2 number0,9.0,"[9, 10, 11, 17, 18, 19, 21, 22, 23, 34, 35, 36]","Billy was organizing his baseball cards in a binder with number0 on each page . If he had number1 new cards and number2 old cards to put in the binder ,",how many pages would he use ?
174," My number0 per of . If number1 away , how many of would it to to her ?","My car gets number0 miles per gallon of gas . If Grandma ’ s house is number1 miles away , how many gallons of gas would it take to get to her house ?",20.0 100.0,/ number1 number0,5.0,"[2, 3, 4, 14, 15, 16, 29, 30, 31]","My car gets number0 miles per gallon of gas . If Grandma ’ s house is number1 miles away ,",how many gallons of gas would it take to get to her house ?
175, Your a . You number0 . Each number1 . How many that altogether ?,Your class is having a pizza party . You buy number0 pizzas . Each pizza has number1 slices . How many slices is that altogether ?,5.0 4.0,* number0 number1,20.0,"[9, 10, 11, 15, 16, 17, 22, 23, 24]",Your class is having a pizza party . You buy number0 pizzas . Each pizza has number1 slices .,How many slices is that altogether ?
176," A at ' The ' number0 to on . During the he another number1 . If number2 of the n't him a , how many a ?","A waiter at ' The Greasy Spoon ' restaurant had number0 customers to wait on . During the lunch rush he added another number1 customers . If number2 of the customers did n't leave him a tip , how many customers did leave a tip ?",29.0 20.0 34.0,- + number0 number1 number2,15.0,"[9, 10, 11, 22, 23, 24, 26, 27, 28, 42, 43, 44]","A waiter at ' The Greasy Spoon ' restaurant had number0 customers to wait on . During the lunch rush he added another number1 customers . If number2 of the customers did n't leave him a tip ,",how many customers did leave a tip ?
177, Lillian number0 . 's Lillian number1 more . How many Lillian ?,Lillian collects number0 candies . Lillian 's father gives Lillian number1 more . How many candies does Lillian have ?,88.0 5.0,+ number0 number1,93.0,"[1, 2, 3, 9, 10, 11, 16, 17, 18]",Lillian collects number0 candies . Lillian 's father gives Lillian number1 more .,How many candies does Lillian have ?
178," number0 of . How many of number1 , plus extra ?","Ashley sold number0 boxes of Samoas . How many cases of number1 boxes , plus extra boxes does Ashley need ?",12.0 12.0,/ number0 number0,1.0,"[1, 2, 3, 10, 11, 12, 17, 18, 19]",Ashley sold number0 boxes of Samoas .,"How many cases of number1 boxes , plus extra boxes does Ashley need ?"
179, It number0 on and number1 on . How much it on and ?,It rained number0 inches on Saturday and number1 inches on Sunday . How much did it rain on Saturday and Sunday combined ?,0.2 0.4,+ number0 number1,0.6,"[1, 2, 3, 6, 7, 8, 19, 20, 21]",It rained number0 inches on Saturday and number1 inches on Sunday .,How much did it rain on Saturday and Sunday combined ?
180," his 's . He a for $ number0 , and a which $ number1 . How much at the ?","Mike joined his school 's band . He bought a trumpet for $ number0 , and a song book which was $ number1 . How much did Mike spend at the music store ?",145.16 5.84,+ number0 number1,151.0,"[12, 13, 14, 21, 22, 23, 30, 31, 32]","Mike joined his school 's band . He bought a trumpet for $ number0 , and a song book which was $ number1 .",How much did Mike spend at the music store ?
181, number0 . number1 more . How many in all ?,Anthony has number0 pencils . Kathryn gives Anthony number1 more . How many pencils does Anthony have in all ?,9.0 56.0,+ number0 number1,65.0,"[1, 2, 3, 7, 8, 9, 16, 17, 18]",Anthony has number0 pencils . Kathryn gives Anthony number1 more .,How many pencils does Anthony have in all ?
182," A number0 . If she number1 of them and then later number2 more , how many would she ?","A florist had number0 roses . If she sold number1 of them and then later picked number2 more , how many roses would she have ?",37.0 16.0 19.0,- + number0 number2 number1,40.0,"[2, 3, 4, 8, 9, 10, 15, 16, 17, 22, 23, 24]","A florist had number0 roses . If she sold number1 of them and then later picked number2 more ,",how many roses would she have ?
183, There number0 short and number1 currently in the . will number2 short . How many short will the when the ?,There are number0 short bushes and number1 tall trees currently in the park . Park workers will plant number2 short bushes today . How many short bushes will the park have when the workers are finished ?,37.0 30.0 20.0,+ number0 number2,57.0,"[1, 2, 3, 5, 6, 7, 17, 18, 19, 33, 34, 35]",There are number0 short bushes and number1 tall trees currently in the park . Park workers will plant number2 short bushes today .,How many short bushes will the park have when the workers are finished ?
184, The a number0 by . Each they number1 . How many total they ?,The Sumata family took a number0 day vacation by car . Each day they drove number1 miles . How many total miles did they drive ?,5.0 250.0,* number0 number1,1250.0,"[4, 5, 6, 14, 15, 16, 22, 23, 24]",The Sumata family took a number0 day vacation by car . Each day they drove number1 miles .,How many total miles did they drive ?
185, Emily a trivia . In the first she number0 and in the second she number1 . In the last she number2 . How many she at the of the ?,Emily was playing a trivia game . In the first round she scored number0 points and in the second round she scored number1 points . In the last round she lost number2 points . How many points did she have at the end of the game ?,16.0 33.0 48.0,- + number0 number1 number2,1.0,"[12, 13, 14, 21, 22, 23, 30, 31, 32, 43, 44, 45]",Emily was playing a trivia game . In the first round she scored number0 points and in the second round she scored number1 points . In the last round she lost number2 points .,How many points did she have at the end of the game ?
186," number0 and number1 . If he the among number2 , how many each ?","Joshua has number0 Skittles and number1 eggs . If he shares the Skittles among number2 friends , how many Skittles does each friend get ?",40.0 6.0 5.0,/ number0 number2,8.0,"[1, 2, 3, 4, 5, 6, 13, 14, 15, 21, 22, 23]","Joshua has number0 Skittles and number1 eggs . If he shares the Skittles among number2 friends ,",how many Skittles does each friend get ?
187," to the to . She $ number0 on , $ number1 on a , and $ number2 on a . How much on ?","Sandy went to the mall to buy clothes . She spent $ number0 on shorts , $ number1 on a shirt , and $ number2 on a jacket . How much money did Sandy spend on clothes ?",13.99 12.14 7.43,+ + number0 number1 number2,33.56,"[11, 12, 13, 16, 17, 18, 23, 24, 25, 34, 35, 36]","Sandy went to the mall to buy clothes . She spent $ number0 on shorts , $ number1 on a shirt , and $ number2 on a jacket .",How much money did Sandy spend on clothes ?
188," number0 on her . If she number1 old from it and then number2 new , how many she on her ?","Katie had number0 songs on her mp3 player . If she deleted number1 old songs from it and then added number2 new songs , how many songs does she have on her mp3 player ?",11.0 7.0 24.0,- + number0 number2 number1,28.0,"[1, 2, 3, 11, 12, 13, 19, 20, 21, 31, 32, 33]","Katie had number0 songs on her mp3 player . If she deleted number1 old songs from it and then added number2 new songs ,",how many songs does she have on her mp3 player ?
189, number0 of to a . She already number1 of and number2 of . How many more of should ?,Maria needs number0 cartons of berries to make a berry cobbler . She already has number1 cartons of strawberries and number2 cartons of blueberries . How many more cartons of berries should Maria buy ?,21.0 4.0 8.0,- number0 + number1 number2,9.0,"[1, 2, 3, 14, 15, 16, 19, 20, 21, 31, 32, 33]",Maria needs number0 cartons of berries to make a berry cobbler . She already has number1 cartons of strawberries and number2 cartons of blueberries .,How many more cartons of berries should Maria buy ?
190, number0 and to number1 out of these . How many flower will each if she the same number of in each ?,Betty bought number0 pink flower stones and wanted to make number1 bracelets out of these stones . How many pink flower stones will each bracelet have if she used the same number of stones in each bracelet ?,88.0 8.0,/ number0 number1,11.0,"[1, 2, 3, 9, 10, 11, 34, 35, 36]",Betty bought number0 pink flower stones and wanted to make number1 bracelets out of these stones .,How many pink flower stones will each bracelet have if she used the same number of stones in each bracelet ?
191," The of a this number0 , which number1 of what its last . Find the of the last .","The value of a sport utility vehicle this year is number0 dollars , which is number1 of what its value was last year . Find the value of the vehicle last year .",16000.0 0.8,/ number0 number1,20000.0,"[9, 10, 11, 14, 15, 16, 29, 30, 31]","The value of a sport utility vehicle this year is number0 dollars , which is number1 of what its value was last year .",Find the value of the vehicle last year .
192, number0 . number1 more than . How many ?,Sandy has number0 dozen books . Fred has number1 times more books than Sandy . How many books does Fred have ?,8.0 5.0,* * number0 12.0 number1,480.0,"[1, 2, 3, 7, 8, 9, 20, 21, 22]",Sandy has number0 dozen books . Fred has number1 times more books than Sandy .,How many books does Fred have ?
193, There number0 oak currently in the . to down number1 oak that . How many will the when the ?,There are number0 oak trees currently in the park . Park workers had to cut down number1 oak trees that were damaged . How many oak trees will the park have when the workers are finished ?,9.0 2.0,- number0 number1,7.0,"[1, 2, 3, 15, 16, 17, 35, 36, 37]",There are number0 oak trees currently in the park . Park workers had to cut down number1 oak trees that were damaged .,How many oak trees will the park have when the workers are finished ?
194, number0 . her number1 more . How many altogether ?,Megan had number0 markers . Robert gave her number1 more markers . How many markers does Megan have altogether ?,217.0 109.0,+ number0 number1,326.0,"[1, 2, 3, 7, 8, 9, 16, 17, 18]",Megan had number0 markers . Robert gave her number1 more markers .,How many markers does Megan have altogether ?
195, number0 in her . Her her number1 . How many now ?,Mary had number0 nickels in her bank . Her dad gave her number1 nickels . How many nickels does Mary have now ?,7.0 5.0,+ number0 number1,12.0,"[1, 2, 3, 11, 12, 13, 19, 20, 21]",Mary had number0 nickels in her bank . Her dad gave her number1 nickels .,How many nickels does Mary have now ?
196," If number0 of , how many of number1 from the ?","If Madison sold number0 boxes of Tagalongs , how many cases of number1 boxes does Madison pickup from the cookie mom ?",24.0 12.0,/ number0 number1,2.0,"[2, 3, 4, 11, 12, 13, 18, 19, 20]","If Madison sold number0 boxes of Tagalongs ,",how many cases of number1 boxes does Madison pickup from the cookie mom ?
197, and his number0 of on and number1 of on . How many they in all ?,Alec and his roommates ate number0 pints of ice cream on Friday night and number1 pint of ice cream on Saturday night . How many pints did they eat in all ?,3.25 0.25,+ number0 number1,3.5,"[4, 5, 6, 13, 14, 15, 28, 29, 30]",Alec and his roommates ate number0 pints of ice cream on Friday night and number1 pint of ice cream on Saturday night .,How many pints did they eat in all ?
198," The number0 . For they out number1 to and to the to . If each number2 , how many could they ?","The cafeteria had number0 apples . For lunch they handed out number1 to students and decided to use the rest to make pies . If each pie takes number2 apples , how many pies could they make ?",96.0 42.0 6.0,/ - number0 number1 number2,9.0,"[2, 3, 4, 10, 11, 12, 27, 28, 29, 34, 35, 36]","The cafeteria had number0 apples . For lunch they handed out number1 to students and decided to use the rest to make pies . If each pie takes number2 apples ,",how many pies could they make ?
199," Some a large . In , the onto the . There number0 with and number1 without . How many there in all ?","Some insects called aphids attack a large farm . In response , the farmer releases ladybugs onto the fields . There are number0 ladybugs with spots and number1 ladybugs without spots . How many ladybugs are there in all ?",12170.0 54912.0,+ number0 number1,67082.0,"[21, 22, 23, 26, 27, 28, 36, 37, 38]","Some insects called aphids attack a large farm . In response , the farmer releases ladybugs onto the fields . There are number0 ladybugs with spots and number1 ladybugs without spots .",How many ladybugs are there in all ?
200, number0 and number1 on the . She number2 of the to . How many now ?,Nancy found number0 seashells and number1 starfish on the beach . She gave number2 of the seashells to Jason . How many seashells does Nancy now have ?,35.0 25.0 17.0,- number0 number2,18.0,"[1, 2, 3, 4, 5, 6, 12, 13, 14, 24, 25, 26]",Nancy found number0 seashells and number1 starfish on the beach . She gave number2 of the seashells to Jason .,How many seashells does Nancy now have ?
201, number0 the in the in the . number1 the in the in the . What of the in the in either the or the ?,number0 the students in the band are in the trumpet section . number1 the students in the band are in the trombone section . What fraction of the students in the band are in either the trumpet section or the trombone section ?,0.5 0.125,+ number0 number1,0.625,"[0, 1, 11, 12, 13, 39, 40, 41]",number0 the students in the band are in the trumpet section . number1 the students in the band are in the trombone section .,What fraction of the students in the band are in either the trumpet section or the trombone section ?
202," A magic for number0 each . If he with number1 and by the of the he number2 , how much he ?","A magician was selling magic card decks for number0 dollars each . If he started with number1 decks and by the end of the day he had number2 left , how much money did he earn ?",7.0 16.0 8.0,* number0 - number1 number2,56.0,"[7, 8, 9, 15, 16, 17, 26, 27, 28, 33, 34, 35]","A magician was selling magic card decks for number0 dollars each . If he started with number1 decks and by the end of the day he had number2 left ,",how much money did he earn ?
203," number0 . If she them among number1 , how many each ?","Lori has number0 marbles . If she shares them among number1 friends , how many marbles does each friend get ?",30.0 5.0,/ number0 number1,6.0,"[1, 2, 3, 9, 10, 11, 17, 18, 19]","Lori has number0 marbles . If she shares them among number1 friends ,",how many marbles does each friend get ?
204, There number0 in a . number1 . How many ?,There are number0 pencils in a box . Eric takes number1 pencils . How many are left ?,79.0 4.0,- number0 number1,75.0,"[1, 2, 3, 9, 10, 11, 14, 15, 16]",There are number0 pencils in a box . Eric takes number1 pencils .,How many are left ?
205, If for number0 at number1 per . How far ?,If Anne wandered for number0 hours at number1 miles per hour . How far did Anne go ?,3.0 2.0,* number0 number1,6.0,"[3, 4, 5, 6, 7, 8, 14, 15, 16]",If Anne wandered for number0 hours at number1 miles per hour .,How far did Anne go ?
206," A number0 - of , number1 - of , and number2 - of . How many - of in all ?","A renovation project required number0 truck - load of sand , number1 truck - load of dirt , and number2 truck - load of cement . How many truck - loads of material were needed in all ?",0.16666666666666666 0.3333333333333333 0.16666666666666666,+ + number0 number0 number1,0.6666666666666666,"[3, 4, 5, 10, 11, 12, 18, 19, 20, 34, 35, 36]","A renovation project required number0 truck - load of sand , number1 truck - load of dirt , and number2 truck - load of cement .",How many truck - loads of material were needed in all ?
207," $ number0 on a , $ number1 on , and a him $ number2 . He a on the . What the total of 's ?","Keith spent $ number0 on a rabbit toy , $ number1 on pet food , and a cage cost him $ number2 . He found a dollar bill on the ground . What was the total cost of Keith 's purchases ?",6.51 5.79 12.51,+ + number0 number1 number2,24.81,"[2, 3, 4, 9, 10, 11, 20, 21, 22, 38, 39, 40]","Keith spent $ number0 on a rabbit toy , $ number1 on pet food , and a cage cost him $ number2 . He found a dollar bill on the ground .",What was the total cost of Keith 's purchases ?
208, in of number0 . number1 . How many whole he and how many he ?,Lemon heads come in packages of number0 . Louis ate number1 Lemon Heads . How many whole boxes did he eat and how many Lemon Heads does he have left ?,6.0 54.0,/ number1 number0,9.0,"[5, 6, 7, 9, 10, 11, 27, 28, 29]",Lemon heads come in packages of number0 . Louis ate number1 Lemon Heads .,How many whole boxes did he eat and how many Lemon Heads does he have left ?
209," A number0 . If each number1 and number2 in it , how many the ?","A pet store has number0 bird cages . If each cage has number1 parrots and number2 parakeets in it , how many birds does the pet store have total ?",6.0 2.0 7.0,* number0 + number1 number2,54.0,"[3, 4, 5, 11, 12, 13, 14, 15, 16, 26, 27, 28]","A pet store has number0 bird cages . If each cage has number1 parrots and number2 parakeets in it ,",how many birds does the pet store have total ?
210," If number0 at number1 per , how long ?","If Benjamin strolled number0 miles at number1 miles per hour , how long was Benjamin travelling ?",14.0 2.0,/ number0 number1,7.0,"[2, 3, 4, 5, 6, 7, 13, 14, 15]","If Benjamin strolled number0 miles at number1 miles per hour ,",how long was Benjamin travelling ?
211, number0 and number1 . number2 . How many they in total ?,Jason grew number0 watermelons and number1 pumpkins . Sandy grew number2 watermelons . How many watermelons did they grow in total ?,37.0 30.0 11.0,+ number0 number2,48.0,"[1, 2, 3, 4, 5, 6, 9, 10, 11, 18, 19, 20]",Jason grew number0 watermelons and number1 pumpkins . Sandy grew number2 watermelons .,How many watermelons did they grow in total ?
212," Each in a $ number0 . If a number1 total and all but number2 , how much would she ?","Each chocolate bar in a box cost $ number0 . If a box had number1 bars total and Vanessa sold all but number2 bars , how much money would she have made ?",4.0 11.0 7.0,* number0 - number1 number2,16.0,"[7, 8, 9, 13, 14, 15, 21, 22, 23, 29, 30, 31]","Each chocolate bar in a box cost $ number0 . If a box had number1 bars total and Vanessa sold all but number2 bars ,",how much money would she have made ?
213, There number0 bottle in a . number1 . How many ?,There are number0 bottle caps in a box . Marvin takes number1 bottle caps . How many are left ?,16.0 6.0,- number0 number1,10.0,"[1, 2, 3, 10, 11, 12, 16, 17, 18]",There are number0 bottle caps in a box . Marvin takes number1 bottle caps .,How many are left ?
214, number0 in the . The number1 of the . How many now ?,Mary had number0 potatoes in the garden . The rabbits ate number1 of the potatoes . How many potatoes does Mary now have ?,8.0 3.0,- number0 number1,5.0,"[1, 2, 3, 10, 11, 12, 20, 21, 22]",Mary had number0 potatoes in the garden . The rabbits ate number1 of the potatoes .,How many potatoes does Mary now have ?
215," A with number0 of . It in the , where number1 more of . How many of the now ?","A ship is filled with number0 tons of cargo . It stops in the Bahamas , where sailors load number1 more tons of cargo onboard . How many tons of cargo does the ship hold now ?",5973.0 8723.0,+ number0 number1,14696.0,"[4, 5, 6, 18, 19, 20, 33, 34, 35]","A ship is filled with number0 tons of cargo . It stops in the Bahamas , where sailors load number1 more tons of cargo onboard .",How many tons of cargo does the ship hold now ?
216, number0 of . Each number1 eggs and there number2 in a . How many ?,George has number0 boxes of eggs . Each box holds number1 eggs and there are number2 boxes in a case . How many eggs does George have ?,5.0 3.0 9.0,* number0 number1,15.0,"[1, 2, 3, 9, 10, 11, 14, 15, 16, 24, 25, 26]",George has number0 boxes of eggs . Each box holds number1 eggs and there are number2 boxes in a case .,How many eggs does George have ?
217," The number0 red and number1 green for . But , if only number2 , how many the up with ?","The school cafeteria ordered number0 red apples and number1 green apples for students lunches . But , if only number2 students wanted fruit , how many extra did the cafeteria end up with ?",33.0 23.0 21.0,- + number0 number1 number2,35.0,"[3, 4, 5, 7, 8, 9, 18, 19, 20, 30, 31, 32]","The school cafeteria ordered number0 red apples and number1 green apples for students lunches . But , if only number2 students wanted fruit ,",how many extra did the cafeteria end up with ?
218, number0 . He number1 for a . How much will he ?,Tim had number0 cents . He paid number1 cents for a candy bar . How much change will he get ?,50.0 45.0,- number0 number1,5.0,"[1, 2, 3, 6, 7, 8, 17, 18, 19]",Tim had number0 cents . He paid number1 cents for a candy bar .,How much change will he get ?
219, with number0 . number1 more . How many with ?,Annie starts with number0 crayons . Matthew gives Annie number1 more . How many crayons does Annie end with ?,4.0 36.0,+ number0 number1,40.0,"[2, 3, 4, 8, 9, 10, 16, 17, 18]",Annie starts with number0 crayons . Matthew gives Annie number1 more .,How many crayons does Annie end with ?
220, number0 at number1 per . How long ?,James rode number0 miles at number1 miles per hour . How long did James ride ?,80.0 16.0,/ number0 number1,5.0,"[1, 2, 3, 4, 5, 6, 12, 13, 14]",James rode number0 miles at number1 miles per hour .,How long did James ride ?
221, There number0 in each . How many in number1 ?,There are number0 crayons in each box . How many crayons are in number1 boxes ?,4.0 3.0,* number0 number1,12.0,"[1, 2, 3, 12, 13, 14, 12, 13, 14]",There are number0 crayons in each box .,How many crayons are in number1 boxes ?
222," number0 in . If there number1 , how many must in each ?","Peter has number0 candies stored in boxes . If there are number1 boxes , how many candies must go in each box ?",3.0 3.0,/ number0 number0,1.0,"[1, 2, 3, 10, 11, 12, 19, 20, 21]","Peter has number0 candies stored in boxes . If there are number1 boxes ,",how many candies must go in each box ?
