,index,Question,orig_Question,Numbers,Equation,Answer,group_nums,Grade,Type,Body,Ques_Statement,Question,orig_Question,Numbers,Equation,Answer,group_nums,Grade,Type,Body,Ques_Statement
399,399,,,,,,,,,,, number0 baskets number1 apples basket apples,there are number0 baskets . there are number1 apples in each basket . how many apples are there in all ?,37 17,* number0 number1,629.0,"[1, 2, 3, 4, 6, 7, 8, 10, 17, 18, 19]",3,Multiplication,there are number0 baskets . there are number1 apples in each basket .,how many apples are there in all ?
400,400,,,,,,,,,,, number0 pots pot number1 flowers flowers,there are number0 pots . each pot has number1 flowers in it . how many flowers are there in all ?,544 32,* number0 number1,17408.0,"[1, 2, 3, 4, 5, 7, 8, 9, 17, 18, 19]",3,Multiplication,there are number0 pots . each pot has number1 flowers in it .,how many flowers are there in all ?
401,401,,,,,,,,,,, class pizza party number0 pizzas pizza number1 slices slices,your class is having a pizza party . you buy number0 pizzas . each pizza has number1 slices . how many slices is that altogether ?,5 4,* number0 number1,20.0,"[1, 2, 5, 9, 10, 11, 13, 15, 16, 17, 22, 23, 24]",3,Multiplication,your class is having a pizza party . you buy number0 pizzas . each pizza has number1 slices .,how many slices is that altogether ?
402,402,,,,,,,,,,, beth number0 packs crayons pack number1 crayons number2 crayons crayons beth,beth has number0 packs of crayons . each pack has number1 crayons in it . she also has number2 extra crayons . how many crayons does beth have altogether ?,4 10 6,+ * number0 number1 number2,46.0,"[1, 2, 3, 4, 5, 7, 9, 10, 11, 17, 18, 19, 20, 26, 27, 28]",3,Addition,beth has number0 packs of crayons . each pack has number1 crayons in it . she also has number2 extra crayons .,how many crayons does beth have altogether ?
403,403,,,,,,,,,,, number0 candy bars number1 bags number candy bars bag candy bars bag,ted has number0 candy bars . he wants to put them into number1 bags so there are the same number of candy bars in each bag . how many candy bars should go in each bag ?,15 5,/ number0 number1,3.0,"[1, 2, 3, 4, 34, 5, 33, 35, 11, 12, 13, 24]",3,Common-Division,ted has number0 candy bars . he wants to put them into number1 bags so there are the same number of candy bars in each bag .,how many candy bars should go in each bag ?
404,404,,,,,,,,,,, martha number0 cakes number1 children cakes children child amount cakes get,martha bought number0 small cakes . she has number1 children . she would like to divide the cakes among her children so that each child gets the same amount . how many cakes would each child get ?,18 3,/ number0 number1,6.0,"[1, 2, 3, 4, 34, 6, 7, 8, 9, 35, 36, 23]",3,Common-Division,martha bought number0 small cakes . she has number1 children . she would like to divide the cakes among her children so that each child gets the same amount .,how many cakes would each child get ?
405,405,,,,,,,,,,, julian book story number0 frames number1 frames page pages,julian is writing a comic book . his story has number0 frames in all . if he wants to put exactly number1 frames on each page how many pages would he have ?,143 11,/ number0 number1,13.0,"[2, 4, 9, 10, 11, 20, 21, 22, 24, 29, 30, 31]",3,Common-Division,julian is writing a comic book . his story has number0 frames in all . if he wants to put exactly number1 frames on each page,how many pages would he have ?
406,406,,,,,,,,,,, jesse room number0 feet number1 feet carpet floor,jesse 's room is number0 feet long and number1 feet wide . how much carpet does she need to cover the whole floor ?,12 8,* number0 number1,96.0,"[3, 4, 5, 7, 8, 9, 20, 21, 22]",3,Multiplication,jesse 's room is number0 feet long and number1 feet wide .,how much carpet does she need to cover the whole floor ?
407,407,,,,,,,,,,, number0 feet cotton tee-shirt tee-shirts number1 feet material,it takes number0 feet of cotton to make a tee-shirt . how many tee-shirts can be made with number1 feet of material ?,4 60,/ number1 number0,15.0,"[1, 2, 3, 17, 18, 19, 20, 21]",3,Common-Division,it takes number0 feet of cotton to make a tee-shirt .,how many tee-shirts can be made with number1 feet of material ?
408,408,,,,,,,,,,, lukas averages number0 points game basketball points number1 games,lukas averages number0 points per game in basketball . how many points would he score in number1 games ?,12 5,* number0 number1,60.0,"[1, 2, 3, 4, 5, 15, 16, 17]",3,Multiplication,lukas averages number0 points per game in basketball .,how many points would he score in number1 games ?
409,409,,,,,,,,,,, car number0 miles gallon miles drive number1 gallons gas,my car gets number0 miles per gallon . how many miles can i drive on number1 gallons of gas ?,20 5,* number0 number1,100.0,"[1, 2, 3, 4, 5, 14, 15, 16, 17, 18]",3,Multiplication,my car gets number0 miles per gallon .,how many miles can i drive on number1 gallons of gas ?
410,410,,,,,,,,,,, number0 minutes number1 pan cookies number2 pans cookies,it takes number0 minutes to bake number1 pan of cookies . how long will it take to bake number2 pans of cookies ?,7 1 4,* number0 number2,28.0,"[1, 2, 3, 5, 6, 7, 17, 18, 19, 20, 21]",3,Multiplication,it takes number0 minutes to bake number1 pan of cookies .,how long will it take to bake number2 pans of cookies ?
411,411,,,,,,,,,,, car number0 miles gallon gas grandma house number1 miles gallons gas house,my car gets number0 miles per gallon of gas . if grandma 's house is number1 miles away how many gallons of gas would it take to get to her house ?,20 100,/ number1 number0,5.0,"[2, 3, 4, 5, 14, 15, 16, 28, 29, 30]",3,Common-Division,my car gets number0 miles per gallon of gas . if grandma 's house is number1 miles away,how many gallons of gas would it take to get to her house ?
412,412,,,,,,,,,,, melissa number0 points game points score number1 games,melissa scored number0 points in each game . how many points did she score in number1 games ?,120 10,* number0 number1,1200.0,"[1, 2, 3, 5, 14, 15, 16]",3,Multiplication,melissa scored number0 points in each game .,how many points did she score in number1 games ?
413,413,,,,,,,,,,, johnny track team number0 minute minutes johnny number1 laps,johnny practiced for the track team and ran number0 laps per minute . how many minutes did it take johnny to run number1 laps ?,3 10,/ number1 number0,3.333,"[7, 8, 9, 10, 21, 22, 23]",3,Common-Division,johnny practiced for the track team and ran number0 laps per minute .,how many minutes did it take johnny to run number1 laps ?
414,414,,,,,,,,,,, watermelons number0 seeds number1 watermelons seeds seeds watermelons,our watermelons have number0 seeds each . if we have number1 watermelons how many seeds should there be when all seeds are taken out of the watermelons ?,100 4,* number0 number1,400.0,"[2, 3, 4, 5, 6, 9, 10, 11, 24, 25, 26]",3,Multiplication,our watermelons have number0 seeds each . if we have number1 watermelons,how many seeds should there be when all seeds are taken out of the watermelons ?
415,415,,,,,,,,,,, number0 people zoo number1 cars people zoo car number car,number0 people are going to the zoo . there are number1 cars to take people to the zoo . how many will go in each car if the same number go in each car ?,63 3,/ number0 number1,21.0,"[0, 1, 32, 3, 33, 5, 9, 10, 11, 24, 31]",3,Common-Division,number0 people are going to the zoo . there are number1 cars to take people to the zoo .,how many will go in each car if the same number go in each car ?
416,416,,,,,,,,,,, i number0 cents candy gumdrop number1 cents gumdrops,i have number0 cents to buy candy . if each gumdrop costs number1 cents how many gumdrops can i buy ?,80 4,/ number0 number1,20.0,"[1, 2, 3, 9, 11, 12, 13, 17, 18, 19]",3,Common-Division,i have number0 cents to buy candy . if each gumdrop costs number1 cents,how many gumdrops can i buy ?
417,417,,,,,,,,,,, maggi number0 packages cupcakes number1 cupcakes package number2 cupcakes,maggi had number0 packages of cupcakes . there are number1 cupcakes in each package . she ate number2 cupcakes . how many are left ?,3 4 5,- * number0 number1 number2,7.0,"[1, 2, 3, 8, 9, 10, 12, 16, 17, 18, 21, 22, 23]",3,Subtraction,maggi had number0 packages of cupcakes . there are number1 cupcakes in each package . she ate number2 cupcakes .,how many are left ?
418,418,,,,,,,,,,, number0 children bus zoo number1 children seat seats children,number0 children are taking a bus to the zoo . they sit number1 children in every seat . how many seats will the children need in all ?,58 2,/ number0 number1,29.0,"[0, 1, 3, 6, 11, 12, 13, 15, 24, 25, 26]",3,Common-Division,number0 children are taking a bus to the zoo . they sit number1 children in every seat .,how many seats will the children need in all ?
419,419,,,,,,,,,,, razorback t-shirt shop number0 cases t-shirts case number1 t-shirts t-shirts order,the razorback t-shirt shop ordered number0 cases of t-shirts . if each case contains number1 t-shirts how many t-shirts did they order ?,12 24,* number0 number1,288.0,"[3, 4, 5, 6, 7, 11, 13, 14, 15, 19, 20, 21]",3,Multiplication,the razorback t-shirt shop ordered number0 cases of t-shirts . if each case contains number1 t-shirts,how many t-shirts did they order ?
420,420,,,,,,,,,,, razorback t-shirt shop number0 dollars t-shirt arkansas game number1 t-shirts money t-shirts,the razorback t-shirt shop makes $ number0 dollars off each t-shirt sold . during the arkansas and texas tech game they sold number1 t-shirts . how much money did they make from selling the t-shirts ?,9 245,* number0 number1,2205.0,"[32, 33, 34, 4, 5, 6, 7, 8, 9, 21, 22, 23]",3,Multiplication,the razorback t-shirt shop makes $ number0 dollars off each t-shirt sold . during the arkansas and texas tech game they sold number1 t-shirts .,how much money did they make from selling the t-shirts ?
421,421,,,,,,,,,,, razorback t-shirt shop t-shirts number0 week number1 t-shirts money week,the razorback t-shirt shop sells their t-shirts for $ number0 . last week they sold number1 t-shirts . how much money did they make last week ?,16 45,* number0 number1,720.0,"[4, 8, 9, 14, 15, 16, 23, 24, 25]",3,Multiplication,the razorback t-shirt shop sells their t-shirts for $ number0 . last week they sold number1 t-shirts .,how much money did they make last week ?
422,422,,,,,,,,,,, warren number0 guests party table number1 guests tables,warren has number0 guests coming to his party . each table will hold number1 guests . how many tables will he need ?,252 4,/ number0 number1,63.0,"[1, 2, 3, 9, 12, 13, 14, 19, 20, 21]",3,Common-Division,warren has number0 guests coming to his party . each table will hold number1 guests .,how many tables will he need ?
423,423,,,,,,,,,,, number0 stickers page number1 pages stickers stickers,there are number0 stickers on a page . if you have number1 pages of stickers how many stickers do you have ?,10 22,* number0 number1,220.0,"[1, 2, 3, 8, 10, 11, 12, 18, 19, 20]",3,Multiplication,there are number0 stickers on a page . if you have number1 pages of stickers,how many stickers do you have ?
424,424,,,,,,,,,,, number0 cupcakes number1 children share person share cupcakes,there are number0 cupcakes for number1 children to share . how much will each person get if they share the cupcakes equally ?,96 8,/ number0 number1,12.0,"[1, 2, 3, 4, 5, 6, 8, 13, 19, 20, 21]",3,Common-Division,there are number0 cupcakes for number1 children to share .,how much will each person get if they share the cupcakes equally ?
425,425,,,,,,,,,,, t-shirts packages number0 buys number1 t-shirts,white t-shirts can be purchased in packages of number0 if mom buys number1 packages how many white t-shirts will she have ?,6 71,* number0 number1,426.0,"[2, 7, 8, 9, 12, 13, 14, 18, 19, 20]",3,Multiplication,white t-shirts can be purchased in packages of number0 if mom buys number1 packages,how many white t-shirts will she have ?
426,426,,,,,,,,,,, i number0 pencils number1 pencils pencil pencil boxes fill,i have number0 pencils . if i put number1 pencils in each pencil box how many pencil boxes will i fill ?,648 4,/ number0 number1,162.0,"[1, 2, 3, 7, 8, 9, 11, 18, 19, 20]",3,Common-Division,i have number0 pencils . if i put number1 pencils in each pencil box,how many pencil boxes will i fill ?
427,427,,,,,,,,,,, uncle number0 ice cream sandwiches number1 nieces get,uncle dave bought number0 ice cream sandwiches . if he wants to give them to his number1 hungry nieces how many can each niece get ?,143 11,/ number0 number1,13.0,"[2, 3, 4, 6, 9, 15, 16, 17, 18, 22, 23, 24]",3,Common-Division,uncle dave bought number0 ice cream sandwiches . if he wants to give them to his number1 hungry nieces,how many can each niece get ?
428,428,,,,,,,,,,, robin number0 packages gum number1 pieces package pieces gum,robin has number0 packages of gum . there are number1 pieces in each package . how many pieces of gum does robin have ?,27 18,* number0 number1,486.0,"[1, 2, 3, 7, 8, 9, 10, 12, 20, 21, 22]",3,Multiplication,robin has number0 packages of gum . there are number1 pieces in each package .,how many pieces of gum does robin have ?
429,429,,,,,,,,,,, ball number0 pay number1 balls,if each ball costs $ number0 how much must kyoko pay for number1 balls ?,1.54 3,* number0 number1,4.62,"[1, 3, 4, 5, 6, 11, 12, 13]",3,Multiplication,if each ball costs $ number0,how much must kyoko pay for number1 balls ?
430,430,,,,,,,,,,, tony number0 number1 ticket baseball game game dog number2 amount money,tony had $ number0 . he paid $ number1 for a ticket to a baseball game . at the game he bought a hot dog for $ number2 . what amount of money did tony have then ?,20 8 3,- - number0 number1 number2,9.0,"[1, 2, 3, 34, 35, 6, 7, 8, 9, 36, 26, 27]",3,TVQ-Final,tony had $ number0 . he paid $ number1 for a ticket to a baseball game . at the game he bought a hot dog for $ number2 .,what amount of money did tony have then ?
431,431,,,,,,,,,,, number0 people zoo number1 times people saturday friday people zoo saturday,on friday number0 people visited the zoo . number1 times as many people visited on saturday than on friday . how many people visited the zoo on saturday ?,1250 3,* number0 number1,3750.0,"[1, 2, 3, 8, 9, 25, 26, 27]",3,Multiplication,on friday number0 people visited the zoo . number1 times as many people visited on saturday than on friday .,how many people visited the zoo on saturday ?
432,432,,,,,,,,,,, students concert number0 buses bus number1 students students concert,third-grade students went to a concert in number0 buses . each bus took number1 students . how many students went to the concert ?,8 45,* number0 number1,360.0,"[0, 1, 2, 3, 6, 7, 8, 10, 12, 13, 14, 20, 21, 22]",3,Multiplication,third-grade students went to a concert in number0 buses . each bus took number1 students .,how many students went to the concert ?
433,433,,,,,,,,,,, number0 students number1 stars school wall stars,there are number0 students making number1 stars each for the school wall . how many stars will they make all together ?,124 3,* number0 number1,372.0,"[1, 2, 3, 4, 5, 6, 7, 18, 19, 20]",3,Multiplication,there are number0 students making number1 stars each for the school wall .,how many stars will they make all together ?
434,434,,,,,,,,,,, number0 week airplane pilot number1 miles tuesday number2 miles thursday pilot number miles number3 weeks row miles,in number0 week an airplane pilot flew number1 miles on tuesday and number2 miles on thursday . if the pilot flies the same number of miles number3 weeks in a row how many miles does he fly in all ?,1 1134 1475 3,* + number1 number2 number3,7827.0,"[0, 1, 2, 36, 37, 6, 7, 8, 38, 11, 12, 13, 15, 19, 25, 26, 27]",3,Multiplication,in number0 week an airplane pilot flew number1 miles on tuesday and number2 miles on thursday . if the pilot flies the same number of miles number3 weeks in a row,how many miles does he fly in all ?
435,435,,,,,,,,,,, number0 students table lunchroom number1 tables students lunchroom,number0 students were sitting at each table in the lunchroom . there are number1 tables . how many students were sitting in the lunchroom ?,6 34,* number0 number1,204.0,"[0, 1, 3, 4, 5, 12, 13, 14, 21, 22, 23]",3,Multiplication,number0 students were sitting at each table in the lunchroom . there are number1 tables .,how many students were sitting in the lunchroom ?
436,436,,,,,,,,,,, tyler number0 dogs dog number1 puppies puppies,tyler had number0 dogs . each dog had number1 puppies . how many puppies does tyler now have ?,15 5,* number0 number1,75.0,"[1, 2, 3, 5, 6, 7, 8, 9, 15, 16, 17]",3,Multiplication,tyler had number0 dogs . each dog had number1 puppies .,how many puppies does tyler now have ?
437,437,,,,,,,,,,, jill number0 people birthday party ate number1 pieces pizza pieces pizza,jill invited number0 people to her birthday party . they each ate number1 pieces of pizza . how many pieces of pizza did they eat ?,37 8,* number0 number1,296.0,"[1, 2, 3, 7, 10, 11, 12, 13, 22, 23, 24]",3,Multiplication,jill invited number0 people to her birthday party . they each ate number1 pieces of pizza .,how many pieces of pizza did they eat ?
438,438,,,,,,,,,,, mrs. hilt number0 ounces detergent pound clothes ounces soap number1 pounds clothes,mrs. hilt uses number0 ounces of detergent to wash a pound of clothes . how many ounces of soap will she use to wash number1 pounds of clothes ?,2 9,* number0 number1,18.0,"[1, 2, 3, 4, 7, 9, 23, 24, 25, 26, 27]",3,Multiplication,mrs. hilt uses number0 ounces of detergent to wash a pound of clothes .,how many ounces of soap will she use to wash number1 pounds of clothes ?
439,439,,,,,,,,,,, mrs. hilt pies weekend holiday dinner number0 pies number1 apples pies pies rows number2 pies rows,mrs. hilt baked pies last weekend for a holiday dinner . she baked number0 pecan pies and number1 apples pies . if she wants to arrange all of the pies in rows of number2 pies each how many rows will she have ?,16 14 5,/ + number0 number1 number2,6.0,"[32, 33, 34, 35, 2, 1, 39, 40, 41, 12, 13, 14, 15, 16, 17, 18]",3,Common-Division,mrs. hilt baked pies last weekend for a holiday dinner . she baked number0 pecan pies and number1 apples pies . if she wants to arrange all of the pies in rows of number2 pies each,how many rows will she have ?
440,440,,,,,,,,,,, mrs. hilt number0 books book number1 chapters chapters hilt read,mrs. hilt read number0 books . each book had number1 chapters in it . how many chapters did mrs. hilt read ?,4 17,* number0 number1,68.0,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 18, 19, 20]",3,Multiplication,mrs. hilt read number0 books . each book had number1 chapters in it .,how many chapters did mrs. hilt read ?
441,441,,,,,,,,,,, mrs. hilt rollercoaster number0 students rollercoaster number1 minutes students rollercoaster number2 minutes,mrs. hilt saw a rollercoaster . number0 students rode the rollercoaster every number1 minutes . how many students rode the rollercoaster in number2 minutes ?,7 5 15,* number0 / number2 number1,21.0,"[1, 2, 3, 6, 7, 11, 12, 13, 21, 22, 23]",3,Multiplication,mrs. hilt saw a rollercoaster . number0 students rode the rollercoaster every number1 minutes .,how many students rode the rollercoaster in number2 minutes ?
442,442,,,,,,,,,,, mrs. hilt number0 bees hive day number1 times bees day,mrs. hilt saw number0 bees in the hive . the next day she saw number1 times that many . how many bees did she see on the second day ?,144 3,* number0 number1,432.0,"[1, 2, 3, 4, 5, 13, 14, 15, 26, 27, 28]",3,Multiplication,mrs. hilt saw number0 bees in the hive . the next day she saw number1 times that many .,how many bees did she see on the second day ?
443,443,,,,,,,,,,, mrs. hilt distance desk water fountain number0 feet feet walk trips fountain water fountain number1 times today,mrs. hilt measured the distance from her desk to the water fountain . it was number0 feet . how many feet will mrs. hilt walk on her trips to the fountain if she goes to the water fountain number1 times today ?,30 4,* number0 number1,120.0,"[1, 4, 37, 38, 39, 40, 14, 15, 16]",3,Multiplication,mrs. hilt measured the distance from her desk to the water fountain . it was number0 feet .,how many feet will mrs. hilt walk on her trips to the fountain if she goes to the water fountain number1 times today ?
444,444,,,,,,,,,,, bag number0 pounds oranges pounds oranges number1 bags,each bag contains number0 pounds of oranges . how many pounds of oranges are in number1 bags ?,23 45,* number0 number1,1035.0,"[0, 1, 2, 3, 4, 8, 14, 15, 16]",3,Multiplication,each bag contains number0 pounds of oranges .,how many pounds of oranges are in number1 bags ?
445,445,,,,,,,,,,, shelby number0 pieces candy number1 pieces number2 friends pieces candy shelby,shelby had number0 pieces of candy . she gave number1 pieces each to number2 friends . how many pieces of candy does shelby have left ?,92 4 9,- number0 * number1 number2,56.0,"[1, 2, 3, 8, 9, 10, 11, 12, 13, 14, 22, 23, 24]",4,Subtraction,shelby had number0 pieces of candy . she gave number1 pieces each to number2 friends .,how many pieces of candy does shelby have left ?
446,446,,,,,,,,,,, number0 cartons berries berry cobbler number1 cartons strawberries number2 cartons blueberries cartons berries,anita needs number0 cartons of berries to make a berry cobbler . she already has number1 cartons of strawberries and number2 cartons of blueberries . how many more cartons of berries should anita buy ?,26 10 9,- number0 + number1 number2,7.0,"[32, 1, 2, 3, 33, 8, 14, 15, 16, 19, 20, 21, 31]",4,Subtraction,anita needs number0 cartons of berries to make a berry cobbler . she already has number1 cartons of strawberries and number2 cartons of blueberries .,how many more cartons of berries should anita buy ?
447,447,,,,,,,,,,, children bakery number0 girls number1 boys number2 children bakery end children,there are some children at a bakery . as they were deciding what to buy number0 girls came in and number1 boys left . if there are number2 children in the bakery in the end how many children were there at first ?,24 31 78,- + number2 number1 number0,85.0,"[1, 2, 6, 39, 40, 41, 12, 14, 15, 16, 19, 20, 21, 26, 27, 28]",2,TVQ-Initial,there are some children at a bakery . as they were deciding what to buy number0 girls came in and number1 boys left . if there are number2 children in the bakery in the end,how many children were there at first ?
448,448,,,,,,,,,,, blithe lot toys number0 number1 closet number2 toys,blithe has a lot of toys . he lost number0 of them and found number1 in his closet . if he had number2 after that how many toys did blithe have at first ?,6 9 43,+ - number2 number1 number0,40.0,"[32, 8, 9, 10, 13, 14, 15, 21, 22, 23, 30, 31]",2,TVQ-Initial,blithe has a lot of toys . he lost number0 of them and found number1 in his closet . if he had number2 after that,how many toys did blithe have at first ?
449,449,,,,,,,,,,, lena pocket money number0 mom number1 number2 dollars lena,lena had some pocket money . she lost $ number0 and her mom gave her $ number1 . if she had $ number2 after that how many dollars did lena have at first ?,4 9 66,+ - number2 number1 number0,61.0,"[32, 1, 2, 7, 8, 9, 10, 15, 16, 21, 22, 23, 30, 31]",2,TVQ-Initial,lena had some pocket money . she lost $ number0 and her mom gave her $ number1 . if she had $ number2 after that,how many dollars did lena have at first ?
450,450,,,,,,,,,,, passengers bus bus stop number0 passengers bus number1 passengers number2 passengers bus end passengers,there are some passengers on a bus . at a bus stop number0 more passengers got on the bus and number1 passengers got off . if there are number2 passengers in the bus in the end how many passengers were there at first ?,7 9 26,- + number2 number1 number0,28.0,"[1, 2, 40, 41, 42, 11, 12, 13, 14, 15, 19, 20, 21, 22, 27, 28, 29]",2,TVQ-Initial,there are some passengers on a bus . at a bus stop number0 more passengers got on the bus and number1 passengers got off . if there are number2 passengers in the bus in the end,how many passengers were there at first ?
451,451,,,,,,,,,,, bruno story books number0 dad number1 books number2 books books,bruno had some story books . he lost number0 of them and his dad gave him number1 more books . if he had number2 books after that how many books did bruno have at first ?,4 10 39,+ - number2 number1 number0,33.0,"[32, 1, 2, 33, 34, 7, 8, 9, 11, 12, 15, 16, 17, 18, 22, 23, 24]",2,TVQ-Initial,bruno had some story books . he lost number0 of them and his dad gave him number1 more books . if he had number2 books after that,how many books did bruno have at first ?
452,452,,,,,,,,,,, number0 lights christmas tree number1 number2 rest lights christmas tree,there number0 colored lights on a christmas tree . number1 of them are red number2 of them are yellow and the rest are blue . how many blue lights are there on the christmas tree ?,95 26 37,- - number0 number1 number2,32.0,"[0, 1, 2, 3, 32, 5, 33, 34, 9, 10, 13, 14, 15]",2,Subtraction,there number0 colored lights on a christmas tree . number1 of them are red number2 of them are yellow and the rest are blue .,how many blue lights are there on the christmas tree ?
453,453,,,,,,,,,,, jennifer number0 cm ribbon number1 cm ribbon friend number2 cm ribbon bow ribbon end,jennifer has an number0 cm long ribbon . she uses number1 cm of the ribbon to tie a present for her friend and number2 cm of the ribbon to make a bow . how much of the ribbon is left in the end ?,87 24 45,- - number0 number1 number2,18.0,"[1, 2, 3, 4, 40, 9, 10, 11, 41, 42, 22, 23, 24]",2,TVQ-Final,jennifer has an number0 cm long ribbon . she uses number1 cm of the ribbon to tie a present for her friend and number2 cm of the ribbon to make a bow .,how much of the ribbon is left in the end ?
454,454,,,,,,,,,,, number0 passengers bus number1 men number2 women rest children children bus,there are number0 passengers on a bus . number1 of them are men number2 of them are women and the rest are children . how many children are there on the bus ?,54 18 26,- - number0 number1 number2,10.0,"[1, 2, 3, 8, 9, 12, 13, 14, 29, 30, 31]",2,Subtraction,there are number0 passengers on a bus . number1 of them are men number2 of them are women and the rest are children .,how many children are there on the bus ?
455,455,,,,,,,,,,, robert number0 work number1 pen number2 calculator money,robert made $ number0 at work . he spent $ number1 on a pen and $ number2 for a calculator . how much money did he have left ?,76 6 14,- - number0 number1 number2,56.0,"[1, 2, 3, 4, 9, 10, 11, 15, 16, 17, 25, 26, 27]",2,TVQ-Final,robert made $ number0 at work . he spent $ number1 on a pen and $ number2 for a calculator .,how much money did he have left ?
456,456,,,,,,,,,,, number0 books shelf number1 history books number2 books rest books math books shelf,there are number0 books on a shelf . number1 of them are history books number2 of them are geography books and the rest are math books . how many math books are there on the shelf ?,100 32 25,- - number0 number1 number2,43.0,"[1, 2, 3, 33, 5, 34, 35, 8, 9, 13, 14, 15]",2,Subtraction,there are number0 books on a shelf . number1 of them are history books number2 of them are geography books and the rest are math books .,how many math books are there on the shelf ?
457,457,,,,,,,,,,, total number0 items bakery number1 rolls number2 croissants bagels,there are a total of number0 items at a bakery . number1 of them are bread rolls and number2 of them are croissants . how many bagels are there ?,90 49 19,- - number0 number1 number2,22.0,"[4, 5, 6, 11, 12, 17, 18, 19, 26, 27, 28]",2,Subtraction,there are a total of number0 items at a bakery . number1 of them are bread rolls and number2 of them are croissants .,how many bagels are there ?
458,458,,,,,,,,,,, pet shop total number0 animals number1 kittens number2 rest birds birds,a pet shop has a total of number0 animals . number1 of them are kittens and number2 of them hamsters the rest are birds . how many birds are there ?,77 32 15,- - number0 number1 number2,30.0,"[6, 7, 8, 10, 11, 15, 16, 17, 27, 28, 29]",2,Subtraction,a pet shop has a total of number0 animals . number1 of them are kittens and number2 of them hamsters the rest are birds .,how many birds are there ?
459,459,,,,,,,,,,, restaurant number0 pieces cutlery number1 number2 knives rest spoons spoons,a restaurant has number0 pieces of cutlery . number1 are forks number2 are knives and the rest are spoons . how many spoons are there ?,94 38 27,- - number0 number1 number2,29.0,"[2, 3, 4, 5, 8, 9, 10, 11, 12, 22, 23, 24]",2,Subtraction,a restaurant has number0 pieces of cutlery . number1 are forks number2 are knives and the rest are spoons .,how many spoons are there ?
460,460,,,,,,,,,,, debby number0 pancakes blueberries number1 number2 rest plain pancakes,debby makes number0 pancakes . she adds blueberries to number1 of them and bananas to number2 of them . the rest are plain . how many plain pancakes are there ?,67 20 24,- - number0 number1 number2,23.0,"[1, 2, 3, 5, 8, 9, 10, 14, 15, 16, 27, 28, 29]",2,Subtraction,debby makes number0 pancakes . she adds blueberries to number1 of them and bananas to number2 of them . the rest are plain .,how many plain pancakes are there ?
461,461,,,,,,,,,,, carnival number0 kids teenagers adults number1 teenagers number2 adults rest kids kids line carnival,at a carnival there are number0 kids teenagers and adults waiting to get in . number1 are teenagers number2 are adults and the rest are kids . how many kids are waiting in line at the carnival ?,87 24 19,- - number0 number1 number2,44.0,"[1, 34, 35, 4, 5, 6, 36, 15, 16, 17, 18, 19, 20]",2,Subtraction,at a carnival there are number0 kids teenagers and adults waiting to get in . number1 are teenagers number2 are adults and the rest are kids .,how many kids are waiting in line at the carnival ?
462,462,,,,,,,,,,, group number0 americans australians number1 americans number2 australians,an international group had number0 chinese americans and australians . number1 of them were americans and number2 of them were australians . how many chinese were there ?,49 16 11,- - number0 number1 number2,22.0,"[3, 4, 5, 6, 10, 11, 15, 16, 17, 24, 25, 26]",2,Subtraction,an international group had number0 chinese americans and australians . number1 of them were americans and number2 of them were australians .,how many chinese were there ?
463,463,,,,,,,,,,, summer sports camp number0 soccer campers campers football campers number1 basketball campers number2 football campers soccer campers,a summer sports camp had number0 soccer campers basketball campers and football campers . if number1 of them were basketball campers and number2 of them were football campers how many soccer campers were there ?,88 24 32,- - number0 number1 number2,32.0,"[32, 33, 4, 5, 6, 9, 14, 15, 16, 19, 21, 22, 23, 31]",2,Subtraction,a summer sports camp had number0 soccer campers basketball campers and football campers . if number1 of them were basketball campers and number2 of them were football campers,how many soccer campers were there ?
464,464,,,,,,,,,,, number0 medals sports center number1 gold medals number2 silver medals bronze medals,number0 medals are displayed in the sports center . there are number1 gold medals and number2 silver medals . how many bronze medals are displayed ?,67 19 32,- - number0 number1 number2,16.0,"[0, 1, 10, 11, 12, 13, 14, 15, 16, 17, 22, 23, 24]",2,Subtraction,number0 medals are displayed in the sports center . there are number1 gold medals and number2 silver medals .,how many bronze medals are displayed ?
465,465,,,,,,,,,,, store number0 computers number1 number2 company computers,at a store there are number0 computers . number1 are sold . number2 are shipped away to a company . how many computers are left ?,92 31 20,- - number0 number1 number2,41.0,"[1, 4, 5, 6, 8, 9, 12, 13, 22, 23, 24]",2,TVQ-Final,at a store there are number0 computers . number1 are sold . number2 are shipped away to a company .,how many computers are left ?
466,466,,,,,,,,,,, number0 pineapples store owner number1 pineapples number2 pineapples pineapples,there were number0 pineapples in a store . the owner sold number1 pineapples . number2 of the remaining pineapples were rotten and thrown away . how many fresh pineapples are left ?,86 48 9,- - number0 number1 number2,29.0,"[1, 2, 3, 10, 11, 12, 14, 15, 28, 29, 30]",2,TVQ-Final,there were number0 pineapples in a store . the owner sold number1 pineapples . number2 of the remaining pineapples were rotten and thrown away .,how many fresh pineapples are left ?
467,467,,,,,,,,,,, lenny number0 number1 video games number2 grocery store,lenny has $ number0 . he spent $ number1 on video games and $ number2 at the grocery store . how much does lenny have left ?,84 24 21,- - number0 number1 number2,39.0,"[1, 2, 3, 6, 7, 8, 9, 13, 14, 15, 23, 24, 25]",2,TVQ-Final,lenny has $ number0 . he spent $ number1 on video games and $ number2 at the grocery store .,how much does lenny have left ?
